"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"r_new[17,5]",0.00877802078,0.00875667945,0.000218831429656461,0.000238257155850002,0.00842131589,0.00911437494,1.01089371336967,42.190380351611,59.4639916395372
"r_new[18,5]",0.008543222071,0.00853025195,0.000241654522682267,0.000249423802529999,0.00814368614,0.008951980375,1.08563720871467,27.0877435515229,40.5548566509965
"r_new[19,5]",0.008670569106,0.0086580947,0.000279741025121151,0.00026035605015,0.008264993245,0.009134461325,1.04049180875513,38.2378540147081,78.3393298097876
"r_new[20,5]",0.008716693386,0.0086887562,0.00024316786512243,0.00019929539154,0.008336445705,0.00919041847,0.998783538149102,51.0128988661857,34.362847091416
"r_new[21,5]",0.008762463983,0.00875049635,0.000264241961772948,0.00026300204637,0.008330578035,0.00921252694,1.06543574910703,25.4807186864025,48.4074922943175
"r_new[22,5]",0.008568161161,0.00862038805,0.000305159982931144,0.00027779587395,0.007876771935,0.008983356735,1.15562528581895,5.15486335853264,16.4026619177055
"r_new[23,5]",0.008697469607,0.0086902032,0.000310007030444574,0.00040793731587,0.00821926133,0.009162715955,1.2491553874412,3.90775544009468,51.1162111412476
"r_new[24,5]",0.008630594573,0.00864688195,0.000261089127198591,0.00025347100401,0.008215657975,0.009067132225,1.02392890132505,24.195477991141,73.452533614832
"r_new[25,5]",0.008652396496,0.00865811785,0.000207104908005629,0.00018821859042,0.008297411655,0.00895785169,1.02987110902876,63.1619605815242,48.4074922943175
"r_new[26,5]",0.008610789759,0.00859427985,0.000248849307388828,0.000216606303270001,0.008253106965,0.009030822625,1.0064418856889,32.4357632497144,78.3393298097876
"r_new[27,5]",0.008613586749,0.00859876055,0.000228803674327908,0.000222086289390001,0.008291163485,0.0090541924,1.00070393751704,34.5764757873039,78.3393298097876
"r_new[28,5]",0.008699941473,0.0086990199,0.000250966203715227,0.000218991658410001,0.00813737656,0.009102827115,1.00312230408971,18.3467546143517,35.4855274828796
"r_new[29,5]",0.008527977176,0.0085493783,0.000223061967355086,0.000249334031099999,0.00813483402,0.008858102965,1.02058003688072,55.513075989862,52.4502744151648
"r_new[30,5]",0.008610753755,0.0085848338,0.000258073655265733,0.000268985301059999,0.0082272442,0.009059296905,1.14967512104628,5.5059060265069,29.8882545259357
"r_new[31,5]",0.008653729308,0.0086648357,0.000240355545590762,0.00025635918294,0.008259114755,0.008985325745,1.00022717937106,35.3191967706489,44.2325367647059
"r_new[32,5]",0.008627158176,0.008628182,0.00026939691129967,0.00027014847489,0.00819265212,0.00904615614,1.05236096546161,16.3733388038933,24.3582350718817
"r_new[33,5]",0.008618098733,0.00861576295,0.000247489479368682,0.00023356591293,0.008185772025,0.008959290915,0.995004173927591,36.2560367867685,52.4502744151648
"r_new[34,5]",0.008683085365,0.0086735808,0.000216651055306689,0.000225133996080001,0.008335910135,0.009044887205,0.993945216206615,37.6128568032245,52.4502744151648
"r_new[35,5]",0.008677238759,0.00867817215,0.000260031895993655,0.00023403070803,0.008216458205,0.0091037442,1.01841896367898,20.9279969243444,63.6000207673538
"r_new[36,5]",0.008704182307,0.00869792135,0.000258245913022939,0.000271828631339999,0.00825384478,0.009145685355,1.01915084936475,31.9378021779794,34.362847091416
"r_new[37,5]",0.008512730849,0.0084566252,0.00027015742240376,0.00026894163849,0.00812216822,0.009030779855,1.0139039506516,27.5780592133646,76.6284020089592
"r_new[38,5]",0.008616335323,0.00860572435,0.000307442858874356,0.00036762608904,0.008158192785,0.00908422766,1.0935313038468,9.90980269010145,51.3086296345833
"r_new[39,5]",0.008559294579,0.008528506,0.000320919664820771,0.00032537324925,0.0080899905,0.009085644275,1.23633646767179,3.88711606597505,62.4019870965025
"r_new[40,5]",0.008766027942,0.0085854738,0.00093976350751,0.00071500712682,0.007440095455,0.01051900985,1.50377329112278,2.26805185449524,21.0246288509397
"r_new[1,6]",0.008810476525,0.0088404654,0.000330069511419907,0.000356521785690001,0.00825433911,0.00931377923,1.68391924628449,1.70456093991724,18.4755067567567
"r_new[2,6]",0.008562901101,0.0085181272,0.000337075923962468,0.00039905683839,0.008069152325,0.00913779721,1.0703319279935,35.0484866851818,71.2874531148375
"r_new[3,6]",0.008658575941,0.00870361965,0.000294817674699,0.000314219575319998,0.008183423145,0.00911734855,1.04574861495827,33.5951214337246,78.3393298097876
"r_new[4,6]",0.008633957299,0.00864615615,0.000299262855461007,0.000337561110810001,0.00816719995,0.009093993015,1.08964424667161,13.7894641439671,28.0538634177619
